2600	0.484846
2599	0.485534
2598	0.459068
2597	0.474552
2596	0.493582
2595	0.503086
2594	0.496807
2593	0.46665
2592	0.463181
2591	0.447961
2590	0.458832
2589	0.482666
2588	0.506953
2587	0.501539
2586	0.508044
2585	0.483992
2584	0.464696
2583	0.464317
2582	0.46177
2581	0.462888
2580	0.482534
2579	0.480955
2578	0.498536
2577	0.507063
2576	0.516261
2575	0.536226
2574	0.513395
2573	0.481269
2572	0.497925
2571	0.539549
2570	0.527294
2569	0.505814
2568	0.489228
2567	0.46525
2566	0.471288
2565	0.503261
2564	0.518626
2563	0.484507
2562	0.461975
2561	0.46871
2560	0.466264
2559	0.442464
2558	0.428908
2557	0.451224
2556	0.480332
2555	0.50886
2554	0.552654
2553	0.566782
2552	0.546208
2551	0.51886
2550	0.508531
2549	0.508467
2548	0.542332
2547	0.549739
2546	0.533956
2545	0.504362
2544	0.467752
2543	0.44969
2542	0.452036
2541	0.467984
2540	0.490592
2539	0.502115
2538	0.533826
2537	0.520389
2536	0.504448
2535	0.492092
2534	0.509916
2533	0.49509
2532	0.478041
2531	0.4992
2530	0.527685
2529	0.502205
2528	0.455318
2527	0.455276
2526	0.475458
2525	0.503366
2524	0.526089
2523	0.502662
2522	0.50606
2521	0.501029
2520	0.518324
2519	0.505033
2518	0.494851
2517	0.479652
2516	0.484239
2515	0.508564
2514	0.497067
2513	0.481702
2512	0.496311
2511	0.485168
2510	0.477561
2509	0.495444
2508	0.489893
2507	0.47916
2506	0.507485
2505	0.507424
2504	0.491994
2503	0.468139
2502	0.463821
2501	0.49206
2500	0.488783
2499	0.480259
2498	0.507948
2497	0.508737
2496	0.493106
2495	0.47824
2494	0.475141
2493	0.467807
2492	0.465975
2491	0.499539
2490	0.500919
2489	0.486443
2488	0.471081
2487	0.465617
2486	0.473527
2485	0.497791
2484	0.495169
2483	0.482859
2482	0.460458
2481	0.441351
2480	0.441448
2479	0.474688
2478	0.467323
2477	0.456763
2476	0.46574
2475	0.488774
2474	0.492935
2473	0.484225
2472	0.471382
2471	0.463335
2470	0.453763
2469	0.439449
2468	0.442331
2467	0.464236
2466	0.461896
2465	0.449866
2464	0.455532
2463	0.474592
2462	0.472656
2461	0.457212
2460	0.444427
2459	0.441126
2458	0.431519
2457	0.435164
2456	0.464464
2455	0.468779
2454	0.453971
2453	0.444115
2452	0.439006
2451	0.433774
2450	0.431361
2449	0.422742
2448	0.414638
2447	0.423909
2446	0.446186
2445	0.45046
2444	0.441661
2443	0.420518
2442	0.399636
2441	0.411023
2440	0.445632
2439	0.44857
2438	0.432959
2437	0.421545
2436	0.409907
2435	0.402129
2434	0.396804
2433	0.413292
2432	0.438396
2431	0.431017
2430	0.41058
